bias,tiempo,topicos,caracteres,tipos
1,4,5,123,1
1,4,5,123,1
1,4,5,123,1
1,4,5,123,1
1,4,5,123,1
1,4,5,123,1
1,4,5,123,1
1,4,5,123,1
1,4,5,123,1
1,4,5,123,1
1,4,5,123,1
1,4,5,123,1
1,4,5,123,1
1,4,5,123,1
1,4,5,123,1
1,4,5,123,1
1,4,5,123,1
1,4,5,123,1
1,4,5,123,1
1,4,5,123,1
1,4,5,123,1
1,4,5,124,1
1,4,5,124,1
1,4,5,124,1
1,4,5,124,1
1,4,5,124,1
1,4,5,124,1
1,4,5,124,1
1,4,5,124,1
1,4,5,124,1
1,4,5,124,1
1,4,5,124,1
1,4,5,124,1
1,4,5,124,1
1,4,5,124,1
1,4,5,124,1
1,4,5,124,1
1,4,5,124,1
1,4,5,125,1
1,4,5,125,1
1,4,5,125,1
1,4,5,125,1
1,4,5,125,1
1,4,5,125,1
1,4,5,125,1
1,4,5,125,1
1,4,5,125,1
1,4,5,125,1
1,4,5,125,1
1,4,5,125,1
1,4,5,125,1
1,4,5,125,1
1,4,5,125,1
1,4,5,125,1
1,4,5,125,1
1,4,5,125,1
1,4,5,125,1
1,4,5,125,1
1,4,5,126,1
1,4,5,126,1
1,4,5,126,1
1,4,5,126,1
1,4,5,126,1
1,4,5,126,1
1,4,5,126,1
1,4,5,126,1
1,4,5,126,1
1,4,5,126,1
1,4,5,126,1
1,4,5,126,1
1,4,5,126,1
1,4,5,126,1
1,4,5,126,1
1,4,5,126,1
1,4,5,126,1
1,4,5,126,1
1,4,5,126,1
1,4,5,126,1
1,4,5,126,1
1,4,5,126,1
1,4,5,126,1
1,4,5,126,1
1,4,5,127,1
1,4,5,127,1
1,4,5,127,1
1,4,5,127,1
1,4,5,127,1
1,4,5,127,1
1,4,5,127,1
1,4,5,127,1
1,4,5,127,1
1,4,5,127,1
1,4,5,127,1
1,4,5,127,1
1,4,5,127,1
1,4,5,127,1
1,4,5,127,1
1,4,5,128,1
1,4,5,128,1
1,4,5,128,1
1,4,5,128,1
1,4,5,128,1
1,4,5,128,1
1,4,5,128,1
1,4,5,128,1
1,4,5,128,1
1,4,5,128,1
1,4,5,128,1
1,4,5,128,1
1,4,5,128,1
1,4,5,128,1
1,4,5,128,1
1,4,5,128,1
1,4,5,129,1
1,4,5,129,1
1,4,5,129,1
1,4,5,129,1
1,4,5,129,1
1,4,5,129,1
1,4,5,129,1
1,4,5,129,1
1,4,5,129,1
1,4,5,129,1
1,4,5,129,1
1,4,5,129,1
1,4,5,129,1
1,4,5,129,1
1,4,5,129,1
1,4,5,129,1
1,4,5,130,1
1,4,5,130,1
1,4,5,130,1
1,4,5,130,1
1,4,5,130,1
1,4,5,130,1
1,4,5,130,1
1,4,5,130,1
1,4,5,130,1
1,4,5,130,1
1,4,5,130,1
1,4,5,130,1
1,4,5,130,1
1,4,5,130,1
1,4,5,130,1
1,4,5,131,1
1,4,5,131,1
1,4,5,131,1
1,4,5,131,1
1,4,5,131,1
1,4,5,131,1
1,4,5,131,1
1,4,5,131,1
1,4,5,131,1
1,4,5,131,1
1,4,5,131,1
1,4,5,131,1
1,4,5,131,1
1,4,5,131,1
1,4,5,131,1
1,4,5,131,1
1,4,5,131,1
1,4,5,131,1
1,4,5,131,1
1,4,5,131,1
1,4,5,131,1
1,4,5,132,1
1,4,5,132,1
1,4,5,132,1
1,4,5,132,1
1,4,5,132,1
1,4,5,132,1
1,4,5,132,1
1,4,5,132,1
1,4,5,132,1
1,4,5,132,1
1,4,5,132,1
1,4,5,132,1
1,4,5,132,1
1,4,5,132,1
1,4,5,133,1
1,4,5,133,1
1,4,5,133,1
1,4,5,133,1
1,4,5,133,1
1,4,5,133,1
1,4,5,133,1
1,4,5,133,1
1,4,5,134,1
1,4,5,134,1
1,4,5,134,1
1,4,5,134,1
1,4,5,134,1
1,4,5,134,1
1,4,5,134,1
1,4,5,134,1
1,4,5,134,1
1,4,5,134,1
1,4,5,134,1
1,4,5,135,1
1,4,5,135,1
1,4,5,135,1
1,4,5,135,1
1,4,5,135,1
1,4,5,135,1
1,4,5,135,1
1,4,5,135,1
1,4,5,135,1
1,4,5,135,1
1,4,5,135,1
1,4,5,135,1
1,4,5,135,1
1,4,5,136,1
1,4,5,136,1
1,4,5,136,1
1,4,5,136,1
1,4,5,136,1
1,4,5,136,1
1,4,5,136,1
1,4,5,136,1
1,4,5,136,1
1,4,5,136,1
1,5,5,136,1
1,5,5,136,1
1,5,5,136,1
1,5,5,137,1
1,5,5,137,1
1,5,5,137,1
1,5,5,137,1
1,5,5,137,1
1,5,5,137,1
1,5,5,137,1
1,5,6,137,1
1,5,6,137,1
1,5,6,137,1
1,5,6,137,1
1,5,6,137,1
1,5,6,137,1
1,5,6,137,1
1,5,6,137,1
1,5,6,138,1
1,5,6,138,1
1,5,6,138,1
1,5,6,138,1
1,5,6,138,1
1,5,6,138,1
1,5,6,138,1
1,5,6,138,1
1,5,6,138,1
1,5,6,138,1
1,5,6,138,1
1,5,6,138,1
1,5,6,138,1
1,5,6,138,1
1,5,6,138,1
1,5,6,138,1
1,5,6,138,1
1,5,6,138,1
1,5,6,138,1
1,5,6,138,1
1,5,6,138,1
1,5,6,138,1
1,5,6,139,1
1,5,6,139,1
1,5,6,139,1
1,5,6,139,1
1,5,6,139,1
1,5,6,139,1
1,5,6,139,1
1,5,6,139,1
1,5,6,139,1
1,5,6,139,1
1,5,6,139,1
1,5,6,139,1
1,5,6,139,1
1,5,6,139,1
1,5,6,139,1
1,5,6,139,1
1,5,6,139,1
1,5,6,139,1
1,5,6,140,1
1,5,6,140,1
1,5,6,140,1
1,5,6,140,1
1,5,6,140,1
1,5,6,140,1
1,5,6,140,1
1,5,6,140,1
1,5,6,140,1
1,5,6,140,1
1,5,6,140,1
1,5,6,140,1
1,5,6,140,1
1,5,6,140,1
1,5,6,140,1
1,5,6,141,1
1,5,6,141,1
1,5,6,141,1
1,5,6,141,1
1,5,6,141,1
1,5,6,141,1
1,5,6,141,1
1,5,6,141,1
1,5,6,141,1
1,5,6,141,1
1,5,6,141,1
1,5,6,141,1
1,5,6,141,1
1,5,6,141,1
1,5,6,142,1
1,5,6,142,1
1,5,6,142,1
1,5,6,142,1
1,5,6,142,1
1,5,6,142,1
1,5,6,142,1
1,5,6,142,1
1,5,6,142,1
1,5,6,142,1
1,5,6,142,1
1,5,6,143,1
1,5,6,143,1
1,5,6,143,1
1,5,6,143,1
1,5,6,143,1
1,5,6,143,1
1,5,6,143,1
1,5,6,143,1
1,5,6,143,1
1,5,6,143,1
1,5,6,143,1
1,5,6,143,1
1,5,6,143,1
1,5,6,143,1
1,5,6,143,1
1,5,6,143,1
1,5,6,143,1
1,5,6,143,1
1,5,6,143,1
1,5,6,143,1
1,5,6,143,1
1,5,6,143,1
1,5,6,143,1
1,5,6,144,1
1,5,6,144,1
1,5,6,144,1
1,5,6,144,1
1,5,6,144,1
1,5,6,144,1
1,5,6,144,1
1,5,6,144,1
1,5,6,144,1
1,5,6,144,1
1,5,6,144,1
1,5,6,144,1
1,5,6,144,1
1,5,6,144,1
1,5,6,144,1
1,5,6,144,1
1,5,6,144,1
1,5,6,145,1
1,5,6,145,1
1,5,6,145,1
1,5,6,145,1
1,5,6,145,1
1,5,6,145,1
1,5,6,145,1
1,5,6,145,1
1,5,6,145,1
1,5,6,145,1
1,5,6,146,1
1,5,6,146,1
1,5,6,146,1
1,5,6,146,1
1,5,6,146,1
1,5,6,146,1
1,5,6,146,1
1,5,6,146,1
1,5,6,146,1
1,5,6,146,1
1,5,6,147,1
1,5,6,147,1
1,5,6,147,1
1,5,6,147,1
1,5,6,147,1
1,5,6,147,1
1,5,6,147,1
1,5,6,147,1
1,5,6,147,1
1,5,6,147,1
1,5,6,147,1
1,5,6,147,1
1,5,6,147,1
1,5,6,147,1
1,5,6,147,1
1,5,6,148,1
1,5,6,148,1
1,5,6,148,1
1,5,6,148,1
1,5,6,148,1
1,5,6,148,1
1,5,6,148,1
1,5,6,148,1
1,5,6,148,1
1,5,6,148,1
1,5,6,148,1
1,5,6,148,1
1,5,6,149,1
1,5,6,149,1
1,5,6,149,1
1,5,6,149,1
1,5,6,149,1
1,5,6,149,1
1,5,6,149,1
1,5,6,149,1
1,5,6,149,1
1,5,6,149,1
1,5,6,149,1
1,5,6,149,1
1,5,6,149,1
1,5,6,149,1
1,5,6,149,1
1,5,6,150,1
1,5,6,150,1
1,5,6,150,1
1,5,6,150,1
1,5,6,150,1
1,5,6,150,1
1,5,6,150,1
1,5,6,150,1
1,5,6,150,1
1,5,6,150,1
1,5,6,150,1
1,5,6,150,1
1,5,6,151,1
1,5,6,151,1
1,5,6,151,1
1,5,6,151,1
1,5,6,151,1
1,5,6,151,1
1,5,6,151,1
1,5,6,151,1
1,5,6,151,1
1,5,6,152,1
1,5,6,152,1
1,5,6,152,1
1,5,6,152,1
1,5,6,152,1
1,5,6,152,1
1,5,6,152,1
1,5,6,152,1
1,5,6,152,1
1,5,6,152,1
1,5,6,152,1
1,5,6,152,1
1,5,6,152,1
1,5,6,152,1
1,5,6,152,1
1,5,6,153,1
1,5,6,153,1
1,5,6,153,1
1,5,6,153,1
1,5,6,153,1
1,5,6,153,1
1,5,6,153,1
1,5,6,153,1
1,5,6,153,1
1,5,6,153,1
1,5,6,153,1
1,5,6,153,1
1,5,6,153,1
1,5,6,154,1
1,5,6,154,1
1,5,6,154,1
1,5,6,154,1
1,5,6,154,1
1,5,6,154,1
1,5,6,154,1
1,5,6,154,1
1,5,6,154,1
1,5,6,154,1
1,5,6,154,1
1,5,6,155,1
1,5,6,155,1
1,5,6,155,1
1,5,6,155,1
1,5,6,155,1
1,5,6,155,1
1,5,6,155,1
1,5,6,155,1
1,5,6,155,1
1,5,6,155,1
1,5,6,155,1
1,5,6,155,1
1,5,6,155,1
1,5,6,155,1
1,5,6,155,1
1,5,6,155,1
1,5,6,156,1
1,5,6,156,1
1,5,6,156,1
1,5,6,156,1
1,5,6,156,1
1,5,6,156,1
1,5,6,156,1
1,5,6,156,1
1,5,6,156,1
1,5,6,156,1
1,5,6,156,1
1,5,6,156,1
1,5,6,156,1
1,5,6,157,1
1,5,6,157,1
1,5,6,157,1
1,5,6,157,1
1,5,6,157,1
1,5,6,157,1
1,5,6,157,1
1,5,6,157,1
1,5,6,157,1
1,5,6,157,1
1,5,6,157,1
1,5,6,157,1
1,5,6,157,1
1,5,6,157,1
1,5,6,158,1
1,5,6,158,1
1,5,6,158,1
1,5,6,158,1
1,5,6,158,1
1,5,6,158,1
1,5,6,158,1
1,5,6,158,1
1,5,6,158,1
1,5,6,158,1
1,5,6,158,1
1,5,6,158,1
1,5,6,158,1
1,5,6,158,1
1,5,6,158,1
1,5,6,158,1
1,5,6,158,1
1,5,6,158,1
1,5,6,158,1
1,5,6,158,1
1,5,6,159,1
1,5,6,159,1
1,5,6,159,1
1,5,6,159,1
1,5,6,159,1
1,5,6,159,1
1,5,6,159,1
1,5,6,159,1
1,5,6,159,1
1,5,6,159,1
1,5,6,159,1
1,5,6,159,1
1,5,6,159,1
1,5,6,159,1
1,5,6,159,1
1,5,6,160,1
1,5,6,160,1
1,5,6,160,1
1,5,6,160,1
1,5,6,160,1
1,5,6,160,1
1,5,6,160,1
1,5,6,160,1
1,5,6,160,1
1,5,6,161,1
1,5,6,161,1
1,5,6,161,1
1,5,6,161,1
1,5,6,161,1
1,5,6,161,1
1,5,6,161,1
1,5,6,161,1
1,5,6,161,1
1,5,6,161,1
1,5,6,161,1
1,5,6,161,1
1,5,6,161,1
1,5,6,161,1
1,5,6,161,1
1,5,6,162,1
1,5,6,162,1
1,5,6,162,1
1,5,6,162,1
1,5,6,162,1
1,5,6,162,1
1,5,6,162,1
1,5,6,162,1
1,5,6,162,1
1,5,6,162,1
1,5,6,162,1
1,5,6,162,1
1,5,7,162,1
1,5,7,162,1
1,5,7,162,1
1,5,7,162,1
1,5,7,162,1
1,5,7,162,1
1,5,7,162,1
1,5,7,162,1
1,5,7,162,1
1,5,7,162,1
1,5,7,163,1
1,5,7,163,1
1,5,7,163,1
1,5,7,163,1
1,5,7,163,1
1,5,7,163,1
1,5,7,163,1
1,5,7,163,1
1,5,7,163,1
1,5,7,163,1
1,5,7,163,1
1,5,7,163,1
1,5,7,163,1
1,5,7,163,1
1,6,7,163,1
1,6,7,163,1
1,6,7,164,1
1,6,7,164,1
1,6,7,164,1
1,6,7,164,1
1,6,7,164,1
1,6,7,164,1
1,6,7,164,1
1,6,7,164,1
1,6,7,164,1
1,6,7,164,1
1,6,7,164,1
1,6,7,164,1
1,6,7,164,1
1,6,7,164,1
1,6,7,164,1
1,6,7,164,1
1,6,7,164,1
1,6,7,164,1
1,6,7,164,1
1,6,7,164,1
1,6,7,164,1
1,6,7,164,1
1,6,7,164,1
1,6,7,164,1
1,6,7,164,1
1,6,7,165,1
1,6,7,165,1
1,6,7,165,1
1,6,7,165,1
1,6,7,165,1
1,6,7,165,1
1,6,7,165,1
1,6,7,165,1
1,6,7,165,1
1,6,7,165,1
1,6,7,165,1
1,6,7,165,1
1,6,7,165,1
1,6,7,165,1
1,6,7,165,1
1,6,7,166,1
1,6,7,166,1
1,6,7,166,1
1,6,7,166,1
1,6,7,166,1
1,6,7,166,1
1,6,7,166,1
1,6,7,166,1
1,6,7,166,1
1,6,7,166,1
1,6,7,166,1
1,6,7,166,1
1,6,7,166,1
1,6,7,166,1
1,6,7,166,1
1,6,7,166,1
1,6,7,167,1
1,6,7,167,1
1,6,7,167,1
1,6,7,167,1
1,6,7,167,1
1,6,7,167,1
1,6,7,167,1
1,6,7,167,1
1,6,7,167,1
1,6,7,167,1
1,6,7,167,1
1,6,7,167,1
1,6,7,167,1
1,6,7,168,1
1,6,7,168,1
1,6,7,168,1
1,6,7,168,1
1,6,7,168,1
1,6,7,168,1
1,6,7,168,1
1,6,7,168,1
1,6,7,168,1
1,6,7,168,1
1,6,7,168,1
1,6,7,168,1
1,6,7,168,1
1,6,7,168,1
1,6,7,168,1
1,6,7,169,1
1,6,7,169,1
1,6,7,169,1
1,6,7,169,1
1,6,7,169,1
1,6,7,169,1
1,6,7,169,1
1,6,7,169,1
1,6,7,169,1
1,6,7,169,1
1,6,7,169,1
1,6,7,169,1
1,6,7,169,1
1,6,7,170,1
1,6,7,170,1
1,6,7,170,1
1,6,7,170,1
1,6,7,170,1
1,6,7,170,1
1,6,7,170,1
1,6,7,170,1
1,6,7,170,1
1,6,7,170,1
1,6,7,170,1
1,6,7,170,1
1,6,7,170,1
1,6,7,170,1
1,6,7,170,1
1,6,7,170,1
1,6,7,170,1
1,6,7,171,1
1,6,7,171,1
1,6,7,171,1
1,6,7,171,1
1,6,7,171,1
1,6,7,171,1
1,6,7,171,1
1,6,7,171,1
1,6,7,171,1
1,6,7,171,1
1,6,7,171,1
1,6,7,171,1
1,6,7,171,1
1,6,7,171,1
1,6,7,171,1
1,6,7,172,1
1,6,7,172,1
1,6,7,172,1
1,6,7,172,1
1,6,7,172,1
1,6,7,172,1
1,6,7,172,1
1,6,7,172,1
1,6,7,172,1
1,6,7,172,1
1,6,7,173,1
1,6,7,173,1
1,6,7,173,1
1,6,7,173,1
1,6,7,173,1
1,6,7,173,1
1,6,7,173,1
1,6,7,173,1
1,6,7,173,1
1,6,7,173,1
1,6,7,173,1
1,6,7,173,1
1,6,7,174,1
1,6,7,174,1
1,6,7,174,1
1,6,7,174,1
1,6,7,174,1
1,6,7,174,1
1,6,7,174,1
1,6,7,174,1
1,6,7,174,1
1,6,7,174,1
1,6,7,174,1
1,6,7,174,1
1,6,7,174,1
1,6,7,174,1
1,6,7,174,1
1,6,7,175,1
1,6,7,175,1
1,6,7,175,1
1,6,7,175,1
1,6,7,175,1
1,6,7,175,1
1,6,7,175,1
1,6,7,175,1
1,6,7,175,1
1,6,7,175,1
1,6,7,175,1
1,6,7,175,1
1,6,7,175,1
1,6,7,175,1
1,6,7,176,1
1,6,7,176,1
1,6,7,176,1
1,6,7,176,1
1,6,7,176,1
1,6,7,176,1
1,6,7,176,1
1,6,7,176,1
1,6,7,176,1
1,6,7,176,1
1,6,7,176,1
1,6,7,176,1
1,6,7,176,1
1,6,7,176,1
1,6,7,176,1
1,6,7,176,1
1,6,7,176,1
1,6,7,176,1
1,6,7,176,1
1,6,7,176,1
1,6,7,176,1
1,6,7,177,1
1,6,7,177,1
1,6,7,177,1
1,6,7,177,1
1,6,7,177,1
1,6,7,177,1
1,6,7,177,1
1,6,7,177,1
1,6,7,177,1
1,6,7,177,1
1,6,7,177,1
1,6,7,177,1
1,6,7,177,1
1,6,7,177,1
1,6,7,177,1
1,6,7,177,1
1,6,7,178,1
1,6,7,178,1
1,6,7,178,1
1,6,7,178,1
1,6,7,178,1
1,6,7,178,1
1,6,7,178,1
1,6,7,178,1
1,6,7,178,1
1,6,7,178,1
1,6,7,178,1
1,6,7,178,1
1,6,7,178,1
1,6,7,178,1
1,6,7,178,1
1,6,7,178,1
1,6,7,178,1
1,6,7,178,1
1,6,7,178,1
1,6,7,178,1
1,6,7,178,1
1,6,7,179,1
1,6,7,179,1
1,6,7,179,1
1,6,7,179,1
1,6,7,179,1
1,6,7,179,1
1,6,7,179,1
1,6,7,179,1
1,6,7,179,1
1,6,7,179,1
1,6,7,179,1
1,6,7,179,1
1,6,7,179,1
1,6,7,179,1
1,6,7,179,1
1,6,7,179,1
1,6,7,179,1
1,6,7,179,1
1,6,7,180,1
1,6,7,180,1
1,6,7,180,1
1,6,7,180,1
1,6,7,180,1
1,6,7,180,1
1,6,7,180,1
1,6,7,180,1
1,6,7,180,1
1,6,7,180,1
1,6,7,180,1
1,6,7,180,1
1,6,7,181,1
1,6,7,181,1
1,6,7,181,1
1,6,7,181,1
1,6,7,181,1
1,6,7,181,1
1,6,7,181,1
1,6,7,181,1
1,6,7,181,1
1,6,7,181,1
1,6,7,181,1
1,6,7,181,1
1,6,7,181,1
1,6,7,181,1
1,6,7,181,1
1,6,7,181,1
1,6,7,182,1
1,6,7,182,1
1,6,7,182,1
1,6,7,182,1
1,6,7,182,1
1,6,7,182,1
1,6,7,182,1
1,6,7,182,1
1,6,7,182,1
1,6,7,183,1
1,6,7,183,1
1,6,7,183,1
1,6,7,183,1
1,6,7,183,1
1,6,7,183,1
1,6,7,183,1
1,6,7,183,1
1,6,7,183,1
1,6,7,183,1
1,6,7,183,1
1,6,7,183,1
1,6,7,183,1
1,6,7,183,1
1,6,7,183,1
1,6,7,183,1
1,6,7,183,1
1,6,7,183,1
1,6,7,184,1
1,6,7,184,1
1,6,7,184,1
1,6,7,184,1
1,6,7,184,1
1,6,7,184,1
1,6,7,184,1
1,6,7,184,1
1,6,7,184,1
1,6,7,184,1
1,6,7,184,1
1,6,7,185,1
1,6,7,185,1
1,6,7,185,1
1,6,7,185,1
1,6,7,185,1
1,6,7,185,1
1,6,8,185,1
1,6,8,185,1
1,6,8,185,1
1,6,8,185,1
1,6,8,185,1
1,6,8,185,1
1,6,8,185,1
1,6,8,185,1
1,6,8,185,1
1,6,8,185,1
1,6,8,185,1
1,6,8,185,1
1,6,8,186,1
1,6,8,186,1
1,6,8,186,1
1,6,8,186,1
1,6,8,186,1
1,6,8,186,1
1,6,8,186,1
1,6,8,186,1
1,6,8,186,1
1,6,8,186,1
1,6,8,186,1
1,6,8,186,1
1,6,8,186,1
1,6,8,186,1
1,6,8,187,1
1,6,8,187,1
1,6,8,187,1
1,6,8,187,1
1,6,8,187,1
1,6,8,187,1
1,6,8,187,1
1,6,8,187,1
1,6,8,187,1
1,6,8,187,1
1,6,8,187,1
1,6,8,187,1
1,6,8,187,1
1,6,8,187,1
1,6,8,188,1
1,6,8,188,1
1,6,8,188,1
1,6,8,188,1
1,6,8,188,1
1,6,8,188,1
1,6,8,188,1
1,6,8,188,1
1,6,8,188,1
1,6,8,188,1
1,6,8,188,1
1,6,8,188,1
1,6,8,188,1
1,6,8,188,1
1,6,8,188,1
1,6,8,188,1
1,6,8,188,1
1,6,8,188,1
1,6,8,189,1
1,6,8,189,1
1,6,8,189,1
1,6,8,189,1
1,6,8,189,1
1,6,8,189,1
1,7,8,189,1
1,7,8,189,1
1,7,8,189,1
1,7,8,189,1
1,7,8,189,1
1,7,8,189,1
1,7,8,189,1
1,7,8,189,1
1,7,8,189,1
1,7,8,190,1
1,7,8,190,1
1,7,8,190,1
1,7,8,190,1
1,7,8,190,1
1,7,8,190,1
1,7,8,190,1
1,7,8,190,1
1,7,8,190,1
1,7,8,190,1
1,7,8,190,1
1,7,8,191,1
1,7,8,191,1
1,7,8,191,1
1,7,8,191,1
1,7,8,191,1
1,7,8,191,1
1,7,8,191,1
1,7,8,191,1
1,7,8,191,1
1,7,8,191,1
1,7,8,191,1
1,7,8,191,1
1,7,8,191,1
1,7,8,191,1
1,7,8,191,1
1,7,8,191,1
1,7,8,191,1
1,7,8,192,1
1,7,8,192,1
1,7,8,192,1
1,7,8,192,1
1,7,8,192,1
1,7,8,192,1
1,7,8,192,1
1,7,8,192,1
1,7,8,193,1
1,7,8,193,1
1,7,8,193,1
1,7,8,193,1
1,7,8,193,1
1,7,8,193,1
1,7,8,193,1
1,7,8,193,1
1,7,8,193,1
1,7,8,193,1
1,7,8,193,1
1,7,8,193,1
1,7,8,193,1
1,7,8,193,1
1,7,8,193,1
1,7,8,193,1
1,7,8,193,1
1,7,8,193,1
1,7,8,193,1
1,7,8,194,1
1,7,8,194,1
1,7,8,194,1
1,7,8,194,1
1,7,8,194,1
1,7,8,194,1
1,7,8,194,1
1,7,8,194,1
1,7,8,194,1
1,7,8,194,1
1,7,8,194,1
1,7,8,195,1
1,7,8,195,1
1,7,8,195,1
1,7,8,195,1
1,7,8,195,1
1,7,8,195,1
1,7,8,195,1
1,7,8,195,1
1,7,8,195,1
1,7,8,195,1
1,7,8,195,1
1,7,8,195,1
1,7,8,195,1
1,7,8,195,1
1,7,8,195,1
1,7,8,195,1
1,7,8,195,1
1,7,8,196,1
1,7,8,196,1
1,7,8,196,1
1,7,8,196,1
1,7,8,196,1
1,7,8,196,1
1,7,8,196,1
1,7,8,196,1
1,7,8,196,1
1,7,8,196,1
1,7,8,196,1
1,7,8,196,1
1,7,8,196,1
1,7,8,196,1
1,7,8,196,1
1,7,8,196,1
1,7,8,196,1
1,7,8,197,1
1,7,8,197,1
1,7,8,197,1
1,7,8,197,1
1,7,8,197,1
1,7,8,197,1
1,7,8,197,1
1,7,8,197,1
1,7,8,197,1
1,7,8,197,1
1,7,8,197,1
1,7,8,197,1
1,7,8,197,1
1,7,8,197,1
1,7,8,197,1
1,7,8,197,1
1,7,8,197,1
1,7,8,198,1
1,7,8,198,1
1,7,8,198,1
1,7,8,198,1
1,7,8,198,1
1,7,8,198,1
1,7,8,198,1
1,7,8,198,1
1,7,8,198,1
1,7,8,198,1
1,7,8,199,1
1,7,8,199,1
1,7,8,199,1
1,7,8,199,1
1,7,8,199,1
1,7,8,199,1
1,7,8,199,1
1,7,8,199,1
1,7,8,199,1
1,7,8,199,1
1,7,8,200,1
1,7,8,200,1
1,7,8,200,1
1,7,8,200,1
1,7,8,200,1
1,7,8,200,1
1,7,8,200,1
1,7,8,200,1
1,7,8,200,1
1,7,8,200,1
1,7,8,200,1
1,7,8,200,1
1,7,8,200,1
1,7,8,200,1
1,7,8,200,1
1,7,8,200,1
1,7,8,200,1
1,7,8,200,1
1,7,8,200,1
1,7,8,200,1
1,7,8,200,1
1,7,8,201,1
1,7,8,201,1
1,7,8,201,1
1,7,8,201,1
1,7,8,201,1
1,7,8,201,1
1,7,8,201,1
1,7,8,201,1
1,7,8,201,1
1,7,8,201,1
1,7,8,201,1
1,7,8,201,1
1,7,8,201,1
1,7,8,202,1
1,7,8,202,1
1,7,8,202,1
1,7,8,202,1
1,7,8,202,1
1,7,8,202,1
1,7,8,202,1
1,7,8,202,1
1,7,8,203,1
1,7,8,203,1
1,7,8,203,1
1,7,8,203,1
1,7,8,203,1
1,7,8,203,1
1,7,8,203,1
1,7,8,203,1
1,7,8,203,1
1,7,8,203,1
1,7,8,203,1
1,7,8,203,1
1,7,8,203,1
1,7,8,203,1
1,7,8,203,1
1,7,8,203,1
1,7,8,203,1
1,7,8,204,1
1,7,8,204,1
1,7,8,204,1
1,7,8,204,1
1,7,8,204,1
1,7,8,204,1
1,7,8,204,1
1,7,8,204,1
1,7,8,204,1
1,7,8,204,1
1,7,8,204,1
1,7,8,204,1
1,7,8,204,1
1,7,8,204,1
1,7,8,204,1
1,7,8,204,1
1,7,8,204,1
1,7,8,205,1
1,7,8,205,1
1,7,8,205,1
1,7,8,205,1
1,7,8,205,1
1,7,8,205,1
1,7,8,205,1
1,7,8,205,1
1,7,8,205,1
1,7,8,205,1
1,7,8,205,1
1,7,8,205,1
1,7,8,205,1
1,7,8,205,1
1,7,8,206,1
1,7,8,206,1
1,7,8,206,1
1,7,8,206,1
1,7,8,206,1
1,7,8,206,1
1,7,8,206,1
1,7,8,206,1
1,7,8,206,1
1,7,8,206,1
1,7,8,206,1
1,7,8,206,1
1,7,8,207,1
1,7,8,207,1
1,7,8,207,1
1,7,8,207,1
1,7,8,207,1
1,7,8,207,1
1,7,8,207,1
1,7,8,207,1
1,7,8,207,1
1,7,8,207,1
1,7,8,207,1
1,7,8,207,1
1,7,8,207,1
1,7,8,207,1
1,7,8,207,1
1,7,8,207,1
1,7,8,207,1
1,7,8,207,1
1,7,8,207,1
1,7,8,207,1
1,7,8,207,1
1,7,8,208,1
1,7,8,208,1
1,7,8,208,1
1,7,8,208,1
1,7,8,208,1
1,7,8,208,1
1,7,8,208,1
1,7,8,208,1
1,7,8,208,1
1,7,8,208,1
1,7,8,208,1
1,7,8,208,1
1,7,8,208,1
1,7,9,208,1
1,7,9,208,1
1,7,9,208,1
1,7,9,209,1
1,7,9,209,1
1,7,9,209,1
1,7,9,209,1
1,7,9,209,1
1,7,9,209,1
1,7,9,209,1
1,7,9,209,1
1,7,9,209,1
1,7,9,209,1
1,7,9,209,1
1,7,9,209,1
1,7,9,209,1
1,7,9,209,1
1,7,9,209,1
1,7,9,209,1
1,7,9,209,1
1,7,9,209,1
1,7,9,209,1
1,7,9,209,1
1,7,9,209,1
1,7,9,209,1
1,7,9,209,1
1,7,9,209,1
1,7,9,209,1
1,7,9,210,1
1,7,9,210,1
1,7,9,210,1
1,7,9,210,1
1,7,9,210,1
1,7,9,210,1
1,7,9,210,1
1,7,9,210,1
1,7,9,210,1
1,7,9,210,1
1,7,9,210,1
1,7,9,210,1
1,7,9,210,1
1,7,9,210,1
1,7,9,210,1
1,7,9,210,1
1,7,9,210,1
1,7,9,210,1
1,7,9,210,1
1,7,9,210,1
1,7,9,211,1
1,7,9,211,1
1,7,9,211,1
1,7,9,211,1
1,7,9,211,1
1,7,9,211,1
1,7,9,211,1
1,7,9,211,1
1,7,9,211,1
1,7,9,211,1
1,7,9,211,1
1,7,9,211,1
1,7,9,211,1
1,7,9,212,1
1,7,9,212,1
1,7,9,212,1
1,7,9,212,1
1,7,9,212,1
1,7,9,212,1
1,7,9,212,1
1,7,9,212,1
1,7,9,212,1
1,7,9,212,1
1,7,9,212,1
1,7,9,212,1
1,7,9,212,1
1,7,9,212,1
1,7,9,212,1
1,7,9,212,1
1,7,9,212,1
1,7,9,212,1
1,7,9,212,1
1,7,9,212,1
1,7,9,212,1
1,7,9,212,1
1,7,9,212,1
1,7,9,213,1
1,7,9,213,1
1,7,9,213,1
1,7,9,213,1
1,7,9,213,1
1,7,9,213,1
1,7,9,213,1
1,7,9,213,1
1,7,9,213,1
1,7,9,213,1
1,7,9,213,1
1,7,9,213,1
1,7,9,213,1
1,7,9,214,1
1,7,9,214,1
1,7,9,214,1
1,7,9,214,1
1,7,9,214,1
